age,duration,campaign,pdays,previous,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,job,marital,education,default,contact,month,day_of_week,poutcome,target_campaign,target_personal_loan,target_housing_loan
40.0,77.0,6.0,999.0,0.0,1.4,93.444,-36.1,4.963,5228.1,4,1,6,0,0,1,2,1,no,no,yes
40.0,459.0,1.0,999.0,0.0,-1.8,92.893,-46.2,1.344,5099.1,4,1,6,0,0,6,3,1,no,no,yes
29.0,266.0,2.0,999.0,0.0,1.1,93.994,-36.4,4.859,5191.0,0,2,6,0,1,6,4,1,no,yes,yes
28.0,225.0,1.0,999.0,1.0,-1.8,92.893,-46.2,1.266,5099.1,1,2,2,0,0,6,2,0,no,no,yes
28.0,434.0,1.0,999.0,0.0,-1.8,92.893,-46.2,1.244,5099.1,10,2,6,0,0,6,1,1,no,no,yes
33.0,191.0,4.0,999.0,0.0,1.1,93.994,-36.4,4.86,5191.0,9,1,5,0,1,6,2,1,no,no,no
56.0,82.0,1.0,999.0,0.0,1.4,94.465,-41.8,4.961,5228.1,2,1,6,0,1,4,2,1,no,yes,yes
57.0,388.0,4.0,999.0,0.0,1.4,93.444,-36.1,4.965,5228.1,5,1,2,0,0,1,3,1,yes,no,no
39.0,17.0,2.0,999.0,0.0,1.1,93.994,-36.4,4.858,5191.0,6,1,6,0,1,6,4,1,no,no,no
25.0,188.0,2.0,999.0,0.0,1.4,94.465,-41.8,4.864,5228.1,0,2,6,0,1,4,4,1,no,no,no
48.0,288.0,1.0,999.0,0.0,-0.1,93.2,-42.0,4.12,5195.8,0,1,6,0,0,7,4,1,no,no,yes
32.0,206.0,1.0,999.0,0.0,1.4,93.444,-36.1,4.964,5228.1,0,2,6,0,0,1,2,1,no,no,yes
48.0,154.0,2.0,999.0,0.0,1.4,93.918,-42.7,4.963,5228.1,0,1,6,0,0,3,0,1,no,yes,yes
41.0,293.0,2.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,0,0,3,0,1,6,3,1,no,no,no
29.0,215.0,1.0,999.0,0.0,-1.8,93.369,-34.8,0.639,5008.7,0,2,6,0,0,5,1,1,yes,no,yes
28.0,102.0,2.0,999.0,0.0,1.4,94.465,-41.8,4.865,5228.1,1,2,3,0,1,4,1,1,no,no,yes
30.0,178.0,2.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,0,1,6,0,1,6,3,1,no,no,no
54.0,461.0,3.0,999.0,0.0,1.1,93.994,-36.4,4.855,5191.0,0,1,6,0,1,6,2,1,no,no,yes
38.0,204.0,1.0,11.0,1.0,-1.8,92.893,-46.2,1.281,5099.1,1,1,2,0,0,6,4,2,no,no,no
46.0,143.0,8.0,999.0,0.0,1.4,94.465,-41.8,4.864,5228.1,3,0,1,0,1,4,3,1,no,no,yes
38.0,50.0,3.0,999.0,0.0,1.4,94.465,-41.8,4.959,5228.1,0,0,6,0,1,4,0,1,no,no,no
38.0,81.0,1.0,999.0,0.0,1.4,93.918,-42.7,4.968,5228.1,7,1,3,0,0,3,2,1,no,no,no
33.0,233.0,1.0,999.0,0.0,1.1,93.994,-36.4,4.856,5191.0,1,1,3,0,1,6,4,1,no,no,yes
25.0,56.0,1.0,999.0,0.0,1.1,93.994,-36.4,4.864,5191.0,0,1,6,0,1,6,0,1,no,no,no
57.0,126.0,2.0,999.0,0.0,-1.8,92.893,-46.2,1.244,5099.1,7,1,3,0,0,6,1,1,no,no,yes
36.0,142.0,1.0,999.0,0.0,1.4,93.444,-36.1,4.965,5228.1,0,2,6,0,0,1,4,1,no,no,no
54.0,9.0,5.0,999.0,0.0,1.4,93.918,-42.7,4.968,5228.1,0,1,6,0,0,3,2,1,no,no,no
25.0,247.0,3.0,999.0,0.0,1.1,93.994,-36.4,4.856,5191.0,6,2,6,0,1,6,3,1,no,no,no
41.0,130.0,4.0,999.0,0.0,1.1,93.994,-36.4,4.856,5191.0,2,1,6,0,1,6,4,1,no,no,no
54.0,336.0,1.0,999.0,0.0,-1.8,93.075,-47.1,1.405,5099.1,4,1,6,0,0,0,3,1,no,no,yes
40.0,160.0,3.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,0,1,3,0,1,6,1,1,no,no,no
81.0,617.0,2.0,999.0,0.0,-1.8,92.893,-46.2,1.354,5099.1,5,1,0,0,0,6,1,1,yes,no,no
43.0,143.0,1.0,999.0,0.0,-1.8,92.893,-46.2,1.264,5099.1,9,0,5,0,0,6,1,1,no,no,yes
34.0,238.0,1.0,6.0,2.0,-1.7,94.055,-39.8,0.704,4991.6,0,1,3,0,0,4,4,2,yes,no,yes
42.0,188.0,1.0,999.0,0.0,1.4,93.444,-36.1,4.968,5228.1,9,1,3,0,0,1,3,1,no,no,yes
30.0,154.0,2.0,999.0,0.0,-0.1,93.2,-42.0,4.153,5195.8,7,1,1,0,0,7,3,1,no,no,no
42.0,632.0,5.0,10.0,1.0,-1.8,92.893,-46.2,1.344,5099.1,1,1,2,0,0,6,3,2,no,no,no
52.0,102.0,1.0,999.0,0.0,-0.1,93.2,-42.0,4.021,5195.8,9,1,2,0,0,7,0,1,no,no,yes
49.0,212.0,1.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,0,1,6,0,1,6,1,1,no,no,yes
49.0,57.0,1.0,999.0,0.0,1.1,93.994,-36.4,4.856,5191.0,9,1,5,0,1,6,3,1,no,no,yes
32.0,73.0,4.0,999.0,0.0,-0.1,93.2,-42.0,4.076,5195.8,2,1,6,0,0,7,2,1,no,no,no
27.0,184.0,3.0,999.0,0.0,1.4,93.918,-42.7,4.963,5228.1,7,1,3,0,0,3,2,1,no,no,no
44.0,173.0,8.0,999.0,1.0,-1.8,92.893,-46.2,1.291,5099.1,0,0,3,0,0,6,3,0,no,no,yes
33.0,6.0,7.0,999.0,0.0,-1.8,92.893,-46.2,1.281,5099.1,0,2,6,0,0,6,4,1,no,no,no
30.0,70.0,2.0,999.0,0.0,1.4,93.918,-42.7,4.961,5228.1,7,1,2,0,0,3,3,1,no,no,no
32.0,96.0,1.0,999.0,0.0,1.4,93.918,-42.7,4.958,5228.1,0,2,6,0,0,3,2,1,no,no,yes
49.0,98.0,1.0,999.0,0.0,1.4,93.918,-42.7,4.963,5228.1,10,1,3,0,0,3,4,1,no,no,yes
48.0,336.0,8.0,999.0,0.0,1.4,93.444,-36.1,4.964,5228.1,9,1,5,0,0,1,0,1,yes,no,yes
42.0,456.0,2.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,1,1,0,0,1,6,4,1,no,no,no
28.0,293.0,3.0,999.0,0.0,-1.8,92.893,-46.2,1.334,5099.1,0,1,3,0,0,6,4,1,no,no,yes
23.0,314.0,2.0,999.0,0.0,1.4,93.918,-42.7,4.961,5228.1,4,2,6,0,0,3,3,1,no,no,yes
36.0,167.0,1.0,999.0,0.0,1.1,93.994,-36.4,4.858,5191.0,1,1,1,0,1,6,4,1,no,no,yes
49.0,155.0,2.0,999.0,0.0,1.4,93.444,-36.1,4.964,5228.1,10,1,0,0,0,1,4,1,no,no,yes
36.0,80.0,3.0,999.0,0.0,1.4,93.918,-42.7,4.962,5228.1,1,1,2,0,0,3,1,1,no,no,yes
47.0,241.0,2.0,999.0,0.0,1.1,93.994,-36.4,4.855,5191.0,4,0,0,0,1,6,0,1,no,no,no
35.0,322.0,3.0,999.0,0.0,-1.8,92.893,-46.2,1.27,5099.1,0,1,6,0,0,6,2,1,no,no,no
37.0,51.0,10.0,999.0,0.0,1.1,93.994,-36.4,4.86,5191.0,0,0,3,0,1,6,2,1,no,no,no
30.0,417.0,1.0,3.0,1.0,-1.8,92.893,-46.2,1.354,5099.1,10,1,3,0,0,6,1,2,yes,no,no
33.0,498.0,5.0,999.0,0.0,1.4,93.918,-42.7,4.961,5228.1,0,2,3,0,0,3,3,1,no,no,yes
43.0,117.0,2.0,999.0,0.0,-1.8,92.893,-46.2,1.334,5099.1,10,1,0,0,0,6,4,1,no,no,no
29.0,68.0,2.0,999.0,0.0,-1.8,92.893,-46.2,1.244,5099.1,9,2,6,0,0,6,1,1,no,no,no
35.0,82.0,2.0,999.0,1.0,-1.8,92.893,-46.2,1.299,5099.1,0,0,3,0,1,6,1,0,no,yes,yes
47.0,99.0,2.0,999.0,0.0,-1.8,92.893,-46.2,1.27,5099.1,0,1,3,0,0,6,4,1,no,no,no
37.0,252.0,1.0,999.0,0.0,-0.1,93.2,-42.0,4.076,5195.8,4,1,6,0,0,7,2,1,no,no,yes
37.0,171.0,1.0,999.0,0.0,1.4,93.918,-42.7,4.963,5228.1,6,1,2,0,0,3,2,1,no,yes,yes
50.0,84.0,1.0,999.0,0.0,1.4,93.444,-36.1,4.968,5228.1,0,1,2,0,0,1,2,1,no,no,no
30.0,135.0,1.0,999.0,0.0,1.4,93.444,-36.1,4.965,5228.1,0,2,6,0,0,1,1,1,no,no,no
33.0,132.0,1.0,999.0,0.0,1.4,93.918,-42.7,4.961,5228.1,1,1,2,0,0,3,3,1,no,no,yes
37.0,223.0,6.0,999.0,0.0,1.4,93.918,-42.7,4.961,5228.1,0,2,3,0,0,3,3,1,no,yes,no
45.0,133.0,1.0,999.0,0.0,-1.8,92.893,-46.2,1.25,5099.1,6,0,6,0,0,6,0,1,no,yes,no
30.0,258.0,2.0,999.0,1.0,-0.1,93.2,-42.0,4.021,5195.8,0,2,6,0,0,7,0,0,no,no,no
51.0,345.0,2.0,999.0,0.0,-1.8,92.893,-46.2,1.334,5099.1,4,0,6,0,0,6,4,1,no,no,no
49.0,58.0,10.0,999.0,0.0,1.1,93.994,-36.4,4.858,5191.0,6,2,2,0,1,6,1,1,no,no,no
31.0,958.0,5.0,999.0,0.0,1.4,93.444,-36.1,4.962,5228.1,9,2,6,0,0,1,2,1,no,no,yes
40.0,250.0,1.0,999.0,0.0,1.4,93.918,-42.7,4.962,5228.1,0,2,6,0,0,3,0,1,no,no,yes
41.0,898.0,2.0,999.0,0.0,1.4,93.444,-36.1,4.963,5228.1,9,1,5,0,0,1,2,1,no,yes,no
58.0,185.0,1.0,2.0,1.0,-1.8,93.075,-47.1,1.365,5099.1,5,1,0,0,0,0,2,2,no,no,yes
39.0,135.0,1.0,999.0,0.0,1.1,93.994,-36.4,4.855,5191.0,9,0,5,0,1,6,0,1,no,no,yes
48.0,175.0,1.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,9,1,1,0,1,6,3,1,no,yes,no
51.0,132.0,2.0,999.0,0.0,1.4,93.444,-36.1,4.968,5228.1,1,1,0,0,0,1,3,1,no,no,no
35.0,372.0,2.0,999.0,0.0,-0.1,93.2,-42.0,4.153,5195.8,1,1,1,0,0,7,3,1,no,no,yes
44.0,126.0,1.0,999.0,0.0,1.4,93.444,-36.1,4.965,5228.1,0,1,3,0,0,1,1,1,no,no,no
43.0,69.0,1.0,999.0,1.0,-1.8,92.893,-46.2,1.281,5099.1,1,1,0,0,0,6,4,0,no,yes,no
30.0,183.0,7.0,999.0,0.0,1.4,93.444,-36.1,4.963,5228.1,9,2,6,0,0,1,2,1,no,no,no
41.0,270.0,1.0,999.0,0.0,1.1,93.994,-36.4,4.856,5191.0,9,0,0,0,1,6,3,1,no,no,yes
27.0,134.0,2.0,999.0,0.0,1.1,93.994,-36.4,4.856,5191.0,4,2,6,0,1,6,3,1,no,no,yes
45.0,449.0,2.0,5.0,3.0,-1.1,94.767,-50.8,1.05,4963.6,1,1,3,0,0,7,1,2,yes,yes,yes
26.0,160.0,3.0,999.0,0.0,1.1,93.994,-36.4,4.864,5191.0,0,2,3,0,1,6,0,1,no,no,yes
24.0,115.0,1.0,999.0,1.0,-2.9,92.469,-33.6,1.029,5076.2,8,2,3,0,0,3,4,0,no,no,no
46.0,205.0,6.0,999.0,0.0,-0.1,93.2,-42.0,4.076,5195.8,4,1,6,0,0,7,2,1,no,no,yes
61.0,403.0,1.0,3.0,2.0,-1.8,93.876,-40.0,0.695,5008.7,1,1,1,0,0,6,0,2,yes,yes,yes
50.0,145.0,4.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,0,0,2,0,1,6,0,1,no,no,no
55.0,548.0,1.0,999.0,1.0,-1.8,93.075,-47.1,1.405,5099.1,0,1,0,0,0,0,0,0,no,no,yes
54.0,109.0,2.0,999.0,0.0,1.4,93.444,-36.1,4.964,5228.1,1,1,0,0,0,1,2,1,no,no,yes
40.0,207.0,3.0,999.0,0.0,1.4,93.918,-42.7,4.962,5228.1,1,0,2,0,0,3,4,1,no,no,yes
58.0,175.0,1.0,999.0,0.0,1.4,93.918,-42.7,4.963,5228.1,2,1,6,0,1,3,4,1,no,no,no
36.0,379.0,1.0,999.0,0.0,1.4,93.444,-36.1,4.963,5228.1,0,2,6,0,0,1,2,1,no,no,yes
30.0,105.0,1.0,999.0,0.0,1.4,93.444,-36.1,4.964,5228.1,0,2,6,0,0,1,4,1,no,no,yes
45.0,544.0,1.0,999.0,0.0,1.4,93.918,-42.7,4.958,5228.1,0,2,6,0,0,3,2,1,no,no,yes
40.0,401.0,1.0,999.0,1.0,-0.1,93.2,-42.0,4.021,5195.8,4,1,6,0,0,7,0,0,no,no,yes
42.0,84.0,2.0,999.0,0.0,1.4,93.918,-42.7,4.962,5228.1,6,1,6,0,0,3,1,1,no,no,no
49.0,549.0,3.0,999.0,0.0,1.4,93.918,-42.7,4.962,5228.1,4,1,6,0,0,3,1,1,no,no,no
55.0,6.0,1.0,999.0,0.0,-1.1,94.199,-37.5,0.879,4963.6,10,1,0,0,1,9,3,1,no,no,yes
49.0,183.0,1.0,999.0,0.0,1.4,93.444,-36.1,4.966,5228.1,0,1,3,0,0,1,0,1,no,no,yes
48.0,291.0,1.0,999.0,0.0,1.4,94.465,-41.8,4.864,5228.1,1,1,0,0,1,4,3,1,no,yes,no
49.0,151.0,1.0,999.0,0.0,1.4,93.444,-36.1,4.966,5228.1,0,1,3,0,0,1,0,1,no,no,no
35.0,301.0,2.0,999.0,0.0,-1.8,92.893,-46.2,1.313,5099.1,7,1,3,0,0,6,0,1,no,no,no
32.0,16.0,11.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,0,2,5,0,1,6,1,1,no,no,yes
67.0,655.0,2.0,5.0,5.0,-1.1,94.767,-50.8,1.039,4963.6,3,0,5,0,0,7,1,2,yes,no,yes
41.0,170.0,4.0,999.0,0.0,-1.8,92.893,-46.2,1.313,5099.1,9,1,6,0,0,6,0,1,no,yes,yes
73.0,179.0,1.0,999.0,0.0,-1.8,92.843,-50.0,1.531,5099.1,5,1,6,0,0,5,0,1,yes,no,yes
32.0,73.0,7.0,999.0,0.0,1.1,93.994,-36.4,4.858,5191.0,4,2,0,0,1,6,1,1,no,no,no
33.0,113.0,3.0,999.0,0.0,1.4,93.444,-36.1,4.964,5228.1,4,1,6,0,0,1,4,1,no,no,yes
36.0,86.0,4.0,999.0,0.0,-1.8,92.893,-46.2,1.27,5099.1,9,1,5,0,1,6,4,1,no,no,yes
40.0,180.0,1.0,999.0,1.0,-0.1,93.2,-42.0,4.076,5195.8,9,1,5,0,0,7,2,0,no,no,yes
25.0,212.0,2.0,999.0,0.0,1.4,93.918,-42.7,4.962,5228.1,1,2,2,0,0,3,2,1,no,yes,yes
45.0,391.0,1.0,999.0,0.0,1.4,93.918,-42.7,4.968,5228.1,4,1,6,0,0,3,2,1,no,no,yes
33.0,91.0,2.0,999.0,0.0,-0.1,93.2,-42.0,4.12,5195.8,9,1,6,0,1,7,4,1,no,no,no
31.0,280.0,7.0,999.0,0.0,1.4,93.444,-36.1,4.963,5228.1,0,1,6,0,0,1,2,1,no,no,yes
42.0,257.0,1.0,999.0,0.0,-1.8,93.075,-47.1,1.405,5099.1,7,1,6,0,0,0,1,1,no,no,yes
40.0,454.0,3.0,999.0,0.0,1.4,93.444,-36.1,4.966,5228.1,4,1,6,0,0,1,3,1,no,yes,no
30.0,171.0,1.0,7.0,1.0,-1.7,94.055,-39.8,0.748,4991.6,9,1,6,0,0,4,0,2,no,no,no
41.0,268.0,1.0,999.0,0.0,-0.1,93.2,-42.0,4.076,5195.8,4,0,1,0,0,7,2,1,no,no,no
44.0,775.0,5.0,999.0,1.0,-1.8,92.893,-46.2,1.354,5099.1,6,2,5,0,0,6,1,0,yes,no,yes
25.0,164.0,1.0,999.0,0.0,1.4,93.918,-42.7,4.957,5228.1,7,1,3,0,0,3,0,1,no,no,yes
30.0,988.0,1.0,999.0,0.0,1.4,93.918,-42.7,4.963,5228.1,1,1,2,0,0,3,4,1,yes,no,no
25.0,109.0,1.0,999.0,0.0,1.4,94.465,-41.8,4.967,5228.1,0,1,6,0,1,4,0,1,no,no,yes
31.0,132.0,1.0,999.0,0.0,1.4,93.444,-36.1,4.963,5228.1,9,0,6,0,0,1,2,1,no,no,yes
29.0,259.0,1.0,999.0,0.0,1.4,93.918,-42.7,4.963,5228.1,9,2,6,0,0,3,4,1,no,no,no
47.0,42.0,1.0,999.0,0.0,1.1,93.994,-36.4,4.855,5191.0,0,1,6,0,1,6,2,1,no,no,no
25.0,125.0,4.0,999.0,0.0,1.1,93.994,-36.4,4.856,5191.0,0,1,3,0,1,6,3,1,no,yes,no
29.0,886.0,3.0,999.0,0.0,1.1,93.994,-36.4,4.864,5191.0,9,1,5,0,1,6,0,1,yes,no,no
45.0,185.0,1.0,999.0,0.0,1.4,94.465,-41.8,4.865,5228.1,1,2,2,0,1,4,1,1,no,no,no
31.0,154.0,1.0,999.0,0.0,-0.1,93.798,-40.4,4.794,5195.8,9,2,6,0,1,8,2,1,yes,no,no
44.0,955.0,2.0,999.0,0.0,-1.8,92.893,-46.2,1.344,5099.1,2,1,0,0,0,6,3,1,yes,no,yes
24.0,545.0,2.0,999.0,0.0,1.4,93.918,-42.7,4.963,5228.1,1,2,2,0,0,3,0,1,no,no,yes
40.0,124.0,1.0,999.0,0.0,1.4,93.444,-36.1,4.966,5228.1,0,1,6,0,0,1,3,1,no,no,yes
39.0,126.0,2.0,999.0,0.0,1.1,93.994,-36.4,4.86,5191.0,7,1,0,0,1,6,2,1,no,no,no
44.0,230.0,1.0,999.0,0.0,-1.8,93.075,-47.1,1.479,5099.1,4,0,6,0,0,0,0,1,no,no,yes
51.0,809.0,1.0,999.0,1.0,-1.8,92.893,-46.2,1.281,5099.1,1,1,3,0,0,6,4,0,yes,no,yes
38.0,1276.0,1.0,999.0,0.0,-1.8,92.893,-46.2,1.313,5099.1,4,1,6,0,0,6,0,1,yes,no,yes
34.0,83.0,2.0,999.0,1.0,-1.8,92.893,-46.2,1.313,5099.1,9,1,5,0,0,6,0,0,no,no,no
23.0,251.0,1.0,999.0,0.0,1.4,93.918,-42.7,4.957,5228.1,1,2,3,0,0,3,4,1,no,no,no
30.0,25.0,1.0,999.0,0.0,1.1,93.994,-36.4,4.856,5191.0,0,2,6,0,1,6,4,1,no,no,no
26.0,389.0,1.0,999.0,0.0,1.1,93.994,-36.4,4.859,5191.0,1,1,1,0,1,6,4,1,no,no,no
34.0,102.0,2.0,999.0,0.0,-0.1,93.2,-42.0,4.12,5195.8,0,1,1,0,0,7,4,1,no,yes,yes
32.0,342.0,3.0,999.0,0.0,-1.8,92.893,-46.2,1.344,5099.1,4,0,6,0,0,6,3,1,no,no,no
27.0,161.0,1.0,999.0,0.0,1.4,94.465,-41.8,4.864,5228.1,6,2,6,0,1,4,4,1,no,yes,yes
29.0,34.0,8.0,999.0,0.0,-1.8,92.893,-46.2,1.281,5099.1,1,1,5,0,1,6,4,1,no,no,no
42.0,275.0,8.0,999.0,0.0,1.4,93.444,-36.1,4.965,5228.1,9,2,6,0,0,1,4,1,no,yes,yes
30.0,81.0,2.0,999.0,0.0,1.4,93.444,-36.1,4.964,5228.1,9,2,6,0,0,1,0,1,no,yes,no
38.0,172.0,3.0,999.0,0.0,-1.8,92.893,-46.2,1.281,5099.1,4,1,6,0,0,6,4,1,no,no,yes
49.0,139.0,2.0,999.0,0.0,1.4,93.444,-36.1,4.963,5228.1,1,1,1,0,0,1,2,1,no,no,no
30.0,232.0,2.0,999.0,1.0,-1.8,92.893,-46.2,1.299,5099.1,0,2,6,0,0,6,1,0,no,no,yes
41.0,239.0,1.0,999.0,0.0,-1.8,92.893,-46.2,1.25,5099.1,1,1,3,0,0,6,0,1,no,no,yes
58.0,127.0,2.0,999.0,0.0,-1.8,92.893,-46.2,1.334,5099.1,1,2,2,0,0,6,4,1,no,no,yes
52.0,291.0,1.0,999.0,1.0,-1.8,93.075,-47.1,1.41,5099.1,1,0,0,0,0,0,2,0,no,no,yes
32.0,173.0,3.0,999.0,0.0,1.4,93.918,-42.7,4.963,5228.1,0,1,5,0,0,3,4,1,no,no,yes
51.0,131.0,2.0,999.0,4.0,-1.8,93.876,-40.0,0.697,5008.7,4,1,6,0,0,6,1,0,no,no,yes
31.0,73.0,1.0,999.0,0.0,1.4,93.444,-36.1,4.963,5228.1,6,1,6,0,0,1,0,1,no,no,yes
34.0,36.0,1.0,999.0,0.0,1.4,93.444,-36.1,4.963,5228.1,9,1,5,0,0,1,0,1,no,no,yes
36.0,334.0,3.0,999.0,0.0,-1.8,92.893,-46.2,1.313,5099.1,0,1,6,0,0,6,0,1,no,no,yes
30.0,177.0,1.0,999.0,0.0,1.1,93.994,-36.4,4.86,5191.0,7,0,2,0,1,6,2,1,no,no,no
51.0,263.0,2.0,999.0,0.0,-2.9,92.963,-40.8,1.268,5076.2,0,2,6,0,0,4,0,1,no,yes,yes
26.0,159.0,2.0,999.0,0.0,1.4,93.918,-42.7,4.96,5228.1,1,1,2,0,0,3,1,1,no,no,yes
39.0,217.0,3.0,999.0,0.0,1.4,93.444,-36.1,4.968,5228.1,0,1,6,0,0,1,2,1,no,no,yes
41.0,216.0,1.0,999.0,0.0,1.1,93.994,-36.4,4.856,5191.0,1,1,2,0,1,6,3,1,no,no,no
34.0,144.0,5.0,999.0,0.0,1.4,93.918,-42.7,4.962,5228.1,9,1,5,0,0,3,4,1,no,no,yes
64.0,604.0,2.0,999.0,0.0,-1.1,94.601,-49.5,0.959,4963.6,10,0,2,0,0,8,4,1,no,no,yes
35.0,634.0,2.0,999.0,0.0,1.1,93.994,-36.4,4.858,5191.0,1,1,5,0,1,6,4,1,no,yes,yes
40.0,107.0,4.0,999.0,0.0,1.4,93.918,-42.7,4.961,5228.1,1,1,2,0,0,3,3,1,no,no,yes
33.0,690.0,1.0,999.0,0.0,-2.9,92.963,-40.8,1.262,5076.2,0,1,6,0,0,4,3,1,yes,no,yes
74.0,160.0,1.0,999.0,0.0,-1.1,94.601,-49.5,0.977,4963.6,5,1,6,0,1,8,1,1,no,no,no
40.0,286.0,1.0,999.0,0.0,1.4,93.444,-36.1,4.965,5228.1,4,1,3,0,0,1,4,1,no,no,yes
46.0,93.0,3.0,999.0,0.0,1.4,93.918,-42.7,4.962,5228.1,7,1,3,0,0,3,1,1,no,no,no
41.0,72.0,1.0,999.0,0.0,1.4,93.918,-42.7,4.963,5228.1,2,0,5,0,0,3,2,1,no,no,yes
44.0,201.0,1.0,999.0,0.0,-1.8,92.893,-46.2,1.344,5099.1,0,1,6,0,0,6,3,1,no,no,yes
29.0,245.0,1.0,999.0,0.0,-1.8,92.893,-46.2,1.244,5099.1,9,2,5,0,0,6,1,1,no,no,yes
51.0,314.0,4.0,999.0,0.0,-1.8,92.893,-46.2,1.291,5099.1,1,0,0,0,0,6,3,1,no,no,yes
52.0,136.0,2.0,999.0,0.0,1.1,93.994,-36.4,4.859,5191.0,1,1,0,0,1,6,0,1,no,no,no
27.0,198.0,3.0,999.0,0.0,-1.8,93.075,-47.1,1.41,5099.1,0,2,3,0,1,0,2,1,no,no,no
44.0,249.0,1.0,999.0,0.0,1.4,94.465,-41.8,4.864,5228.1,6,1,2,0,1,4,3,1,no,no,yes
34.0,123.0,2.0,999.0,0.0,-1.8,92.893,-46.2,1.299,5099.1,10,1,2,0,0,6,1,1,no,no,no
23.0,226.0,2.0,999.0,1.0,-1.1,94.601,-49.5,1.032,4963.6,8,2,3,0,0,8,1,0,yes,no,yes
30.0,136.0,2.0,999.0,0.0,1.4,93.918,-42.7,4.962,5228.1,9,2,5,0,0,3,3,1,no,no,no
26.0,113.0,2.0,999.0,0.0,-1.8,92.893,-46.2,1.244,5099.1,8,2,3,0,0,6,1,1,no,no,yes
35.0,262.0,3.0,999.0,0.0,-1.8,92.893,-46.2,1.299,5099.1,9,1,6,0,0,6,1,1,no,no,yes
24.0,141.0,4.0,999.0,0.0,1.4,93.918,-42.7,4.963,5228.1,9,2,6,0,0,3,4,1,no,no,no
36.0,263.0,3.0,999.0,0.0,1.1,93.994,-36.4,4.86,5191.0,0,1,3,0,1,6,2,1,no,no,no
24.0,299.0,3.0,999.0,0.0,1.4,93.918,-42.7,4.968,5228.1,9,2,6,0,0,3,2,1,no,no,no
31.0,181.0,2.0,999.0,0.0,1.4,93.444,-36.1,4.964,5228.1,4,1,6,0,0,1,4,1,no,no,yes
41.0,206.0,1.0,999.0,0.0,1.4,93.444,-36.1,4.965,5228.1,0,1,6,0,0,1,4,1,no,no,yes
39.0,168.0,2.0,999.0,0.0,1.1,93.994,-36.4,4.855,5191.0,10,1,6,0,1,6,2,1,no,no,yes
33.0,285.0,1.0,999.0,0.0,-1.8,93.075,-47.1,1.41,5099.1,9,1,5,0,0,0,2,1,yes,no,no
34.0,135.0,3.0,999.0,0.0,-0.1,93.2,-42.0,4.153,5195.8,1,1,5,0,0,7,3,1,no,no,yes
51.0,11.0,4.0,999.0,0.0,-0.1,93.2,-42.0,4.021,5195.8,1,1,3,0,0,7,0,1,no,no,no
34.0,195.0,1.0,999.0,0.0,1.4,93.918,-42.7,4.957,5228.1,1,2,1,0,0,3,4,1,no,yes,yes
33.0,275.0,6.0,999.0,0.0,1.4,93.444,-36.1,4.963,5228.1,0,2,6,0,0,1,3,1,no,yes,yes
37.0,292.0,1.0,6.0,1.0,-1.7,94.215,-40.3,0.896,4991.6,4,1,6,0,0,3,0,2,yes,no,yes
33.0,9.0,1.0,999.0,0.0,-1.7,94.215,-40.3,0.827,4991.6,1,1,2,0,1,3,1,1,no,yes,no
36.0,73.0,2.0,999.0,0.0,1.4,93.444,-36.1,4.965,5228.1,3,1,0,0,0,1,1,1,no,no,no
43.0,81.0,1.0,999.0,0.0,-0.1,93.2,-42.0,4.076,5195.8,7,1,3,0,0,7,2,1,no,no,no
47.0,298.0,3.0,999.0,0.0,1.4,93.918,-42.7,4.962,5228.1,1,1,1,0,0,3,1,1,no,yes,yes
32.0,224.0,1.0,999.0,0.0,1.4,93.444,-36.1,4.965,5228.1,0,1,6,0,0,1,4,1,no,yes,yes
42.0,1013.0,3.0,999.0,0.0,-1.7,94.027,-38.3,0.898,4991.6,0,2,6,0,0,1,1,1,no,no,no
36.0,248.0,1.0,999.0,0.0,-0.1,93.2,-42.0,4.021,5195.8,0,1,6,0,0,7,0,1,no,no,yes
31.0,285.0,2.0,999.0,0.0,-1.8,93.075,-47.1,1.483,5099.1,1,2,2,0,1,0,2,1,no,no,no
41.0,141.0,1.0,999.0,0.0,1.4,93.918,-42.7,4.96,5228.1,0,0,1,0,1,3,1,1,no,no,no
31.0,1319.0,5.0,999.0,0.0,1.4,93.918,-42.7,4.958,5228.1,9,1,2,0,0,3,2,1,yes,yes,no
36.0,146.0,2.0,999.0,0.0,-2.9,92.963,-40.8,1.268,5076.2,9,2,5,0,0,4,0,1,yes,no,no
46.0,227.0,2.0,999.0,0.0,-1.8,92.893,-46.2,1.334,5099.1,7,1,2,0,0,6,4,1,no,yes,no
35.0,49.0,3.0,999.0,0.0,-0.1,93.2,-42.0,4.191,5195.8,0,0,3,0,0,7,1,1,no,no,no
30.0,212.0,6.0,999.0,0.0,1.1,93.994,-36.4,4.86,5191.0,9,1,3,0,1,6,2,1,no,no,yes
